from,rel,to
http://www.wikidata.org/entity/Q19391157,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q1047337
http://www.wikidata.org/entity/Q3222519,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q3451370,http://schema.org/description,painting by Alfred Sisley
http://www.wikidata.org/entity/Q6106755,http://schema.org/description,peinture de Francisco de Goya
http://www.wikidata.org/entity/Q3612419,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q140
http://www.wikidata.org/entity/Q2561558,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q1783956
http://www.wikidata.org/entity/Q2027662,http://www.wikidata.org/prop/direct/P2386,110
http://www.wikidata.org/entity/Q3204226,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q170292
http://www.wikidata.org/entity/Q16735763,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q101949
http://www.wikidata.org/entity/Q687182,http://www.wikidata.org/prop/direct/P495,http://www.wikidata.org/entity/Q30
http://www.wikidata.org/entity/Q15934387,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q106857709
http://www.wikidata.org/entity/Q5967115,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q200539
http://www.wikidata.org/entity/Q687182,http://www.wikidata.org/prop/direct/P571,1871-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q27346819,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q170483
http://www.wikidata.org/entity/Q3201377,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q169390
http://www.wikidata.org/entity/Q3802301,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q1978815,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q42177
http://www.wikidata.org/entity/Q3900760,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q19009568
http://www.wikidata.org/entity/Q6251620,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q467
http://www.wikidata.org/entity/Q3222518,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q14748
http://www.wikidata.org/entity/Q18177756,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q1215604,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3055367,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q7569
http://www.wikidata.org/entity/Q3590926,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q39631
http://www.wikidata.org/entity/Q185255,http://www.w3.org/2000/01/rdf-schema#label,The Wedding at Cana
http://www.wikidata.org/entity/Q633587,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q282
http://www.wikidata.org/entity/Q526178,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q657415
http://www.wikidata.org/entity/Q17796696,http://www.w3.org/2000/01/rdf-schema#label,Portrait of Madame Marcotte de Sainte-Marie
http://www.wikidata.org/entity/Q3119110,http://schema.org/description,painting by the French artist Eugène Delacroix
http://www.wikidata.org/entity/Q38516820,http://www.wikidata.org/prop/direct/P2048,107
http://www.wikidata.org/entity/Q3821663,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q532
http://www.wikidata.org/entity/Q17633041,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q3232008,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q1114964
http://www.wikidata.org/entity/Q3206709,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1986098
http://www.wikidata.org/entity/Q1978815,http://www.wikidata.org/prop/direct/P1476,La grande odalisque
http://www.wikidata.org/entity/Q38395329,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q2529918,http://www.w3.org/2004/02/skos/core#altLabel,Saint George and the dragon
http://www.wikidata.org/entity/Q18625546,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1957727
http://www.wikidata.org/entity/Q3937498,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q40415
http://www.wikidata.org/entity/Q3235227,http://www.wikidata.org/prop/direct/P2048,66
http://www.wikidata.org/entity/Q3232008,http://www.w3.org/2000/01/rdf-schema#label,Les Deux Foscari
http://www.wikidata.org/entity/Q2290433,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q48422
http://www.wikidata.org/entity/Q3349704,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q184212
http://www.wikidata.org/entity/Q3889196,http://www.wikidata.org/prop/direct/P144,http://www.wikidata.org/entity/Q9309699
http://www.wikidata.org/entity/Q26208347,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q16983056
http://www.wikidata.org/entity/Q3212142,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q3335976,http://www.w3.org/2000/01/rdf-schema#label,Napoléon sur le champ de bataille d'Eylau
http://www.wikidata.org/entity/Q3802301,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q309250
http://www.wikidata.org/entity/Q15876329,http://www.wikidata.org/prop/direct/P1476,L'Ambulance improvisée
http://www.wikidata.org/entity/Q5419125,http://www.w3.org/2000/01/rdf-schema#label,La Mère Catherine-Agnès Arnault et la sœur Catherine de Sainte Suzanne de Champaigne
http://www.wikidata.org/entity/Q1282978,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q15725778
http://www.wikidata.org/entity/Q2428778,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q5580
http://www.wikidata.org/entity/Q3212360,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q148993
http://www.wikidata.org/entity/Q16915832,http://www.wikidata.org/prop/direct/P1476,La Jeune Martyre
http://www.wikidata.org/entity/Q17496122,http://schema.org/description,painting by Théo van Rysselberghe
http://www.wikidata.org/entity/Q1799047,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q99476590,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q1535963
http://www.wikidata.org/entity/Q542066,http://schema.org/description,painting by unknown artist
http://www.wikidata.org/entity/Q3842437,http://www.wikidata.org/prop/direct/P2561,"la Vierge avec l’Enfant Jésus, sainte Anne, saint Pierre, saint Benoît et d’autres saints"
http://www.wikidata.org/entity/Q3463874,http://schema.org/description,painting attributed to Raphael workshop
http://www.wikidata.org/entity/Q11091772,http://www.wikidata.org/prop/direct/P140,http://www.wikidata.org/entity/Q5043
http://www.wikidata.org/entity/Q2290433,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2460567
http://www.wikidata.org/entity/Q3208312,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3204226,http://schema.org/description,peinture de Nicolas Poussin (Louvre)
http://www.wikidata.org/entity/Q3206709,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q467
http://www.wikidata.org/entity/Q849063,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q839734
http://www.wikidata.org/entity/Q1239950,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q44416
http://www.wikidata.org/entity/Q6145103,http://www.wikidata.org/prop/direct/P1476,The Interment of the Bishop
http://www.wikidata.org/entity/Q3605544,http://www.w3.org/2000/01/rdf-schema#label,Adoration des bergers
http://www.wikidata.org/entity/Q5971073,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q17244894
http://www.wikidata.org/entity/Q1986597,http://schema.org/description,painting by Raphael
http://www.wikidata.org/entity/Q531329,http://www.wikidata.org/prop/direct/P1889,http://www.wikidata.org/entity/Q41637000
http://www.wikidata.org/entity/Q1198912,http://www.w3.org/2000/01/rdf-schema#label,St. Jerome in His Study
http://www.wikidata.org/entity/Q20901667,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q191163
http://www.wikidata.org/entity/Q2974978,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q2289754,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q18156272
http://www.wikidata.org/entity/Q3220784,http://www.wikidata.org/prop/direct/P1684,Sisley 72
http://www.wikidata.org/entity/Q3208312,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q35749
http://www.wikidata.org/entity/Q2610675,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q653053
http://www.wikidata.org/entity/Q3203447,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3092448
http://www.wikidata.org/entity/Q3556817,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q1167912,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q200539
http://www.wikidata.org/entity/Q17491395,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q18226124,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q3794124,http://www.wikidata.org/prop/direct/P373,Le Jardin de l'artiste à Giverny
http://www.wikidata.org/entity/Q19544603,http://www.wikidata.org/prop/direct/P1476,Dropsical woman
http://www.wikidata.org/entity/Q47512127,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q61064
http://www.wikidata.org/entity/Q443779,http://www.w3.org/2004/02/skos/core#altLabel,María Gutiérrez Cueto y Blanchard
http://www.wikidata.org/entity/Q29656601,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q3918344,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q23841
http://www.wikidata.org/entity/Q23021861,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q511
http://www.wikidata.org/entity/Q6034540,http://www.wikidata.org/prop/direct/P1639,http://www.wikidata.org/entity/Q65166791
http://www.wikidata.org/entity/Q3068259,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q1869372
http://www.wikidata.org/entity/Q3089617,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1028181
http://www.wikidata.org/entity/Q12900049,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q43748
http://www.wikidata.org/entity/Q17492292,http://www.w3.org/2004/02/skos/core#altLabel,Vanilla sky
http://www.wikidata.org/entity/Q3178376,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q134307
http://www.wikidata.org/entity/Q3842551,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q40662
http://www.wikidata.org/entity/Q443779,http://www.w3.org/2004/02/skos/core#altLabel,María Gutierriez-Blanchard
http://www.wikidata.org/entity/Q443779,http://schema.org/description,artiste peintre espagnole
http://www.wikidata.org/entity/Q41429446,http://www.wikidata.org/prop/direct/P373,Nude Mona Lisa
http://www.wikidata.org/entity/Q3221688,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3314483
http://www.wikidata.org/entity/Q18573438,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q11346334
http://www.wikidata.org/entity/Q17494945,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q29654799,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q18638520
http://www.wikidata.org/entity/Q47512127,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q18668582
http://www.wikidata.org/entity/Q1516449,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q466544
http://www.wikidata.org/entity/Q15917726,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1986098
http://www.wikidata.org/entity/Q16608430,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q18414562,http://www.wikidata.org/prop/direct/P1071,http://www.wikidata.org/entity/Q212406
http://www.wikidata.org/entity/Q56678956,http://www.wikidata.org/prop/direct/P1433,http://www.wikidata.org/entity/Q104536315
http://www.wikidata.org/entity/Q3937775,http://www.wikidata.org/prop/direct/P1476,"Equestrian portrait of Francisco de Moncada Y Moncada, Marqués de Aytona (1586-1635)"
http://www.wikidata.org/entity/Q6727098,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q40446
http://www.wikidata.org/entity/Q9335245,http://www.w3.org/2004/02/skos/core#altLabel,The Dream of Saint Joseph
http://www.wikidata.org/entity/Q4023318,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q15026
http://www.wikidata.org/entity/Q633587,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q191035
http://www.wikidata.org/entity/Q737062,http://www.wikidata.org/prop/direct/P2049,191
http://www.wikidata.org/entity/Q3620831,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q7628395,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q2647254
http://www.wikidata.org/entity/Q443779,http://www.w3.org/2004/02/skos/core#altLabel,Maria Gutierriez-Blanchard
http://www.wikidata.org/entity/Q12015473,http://www.wikidata.org/prop/direct/P793,http://www.wikidata.org/entity/Q194189
http://www.wikidata.org/entity/Q3705716,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q683274,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q13430821
http://www.wikidata.org/entity/Q3904400,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q2290433,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1357876
http://www.wikidata.org/entity/Q5745603,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q309197
http://www.wikidata.org/entity/Q2529703,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8441
http://www.wikidata.org/entity/Q737062,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q3686086,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q81710
http://www.wikidata.org/entity/Q6727098,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q10791
http://www.wikidata.org/entity/Q3646498,http://www.wikidata.org/prop/direct/P373,The Slaughtered Ox by Rembrandt
http://www.wikidata.org/entity/Q786196,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q5597
http://www.wikidata.org/entity/Q4340198,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q79871
http://www.wikidata.org/entity/Q5792618,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q2864737
http://www.wikidata.org/entity/Q17796696,http://www.wikidata.org/prop/direct/P2049,74
http://www.wikidata.org/entity/Q23912,http://www.wikidata.org/prop/direct/P1476,Étude de deux tigres
http://www.wikidata.org/entity/Q24283,http://www.wikidata.org/prop/direct/P1476,Le pont de Narni
http://www.wikidata.org/entity/Q3226360,http://www.w3.org/2004/02/skos/core#altLabel,Le repos au bord d'un ruisseau. Lisière de bois
http://www.wikidata.org/entity/Q3292681,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q467
http://www.wikidata.org/entity/Q3731232,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q54128
http://www.wikidata.org/entity/Q16070465,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3206488,http://www.wikidata.org/prop/direct/P2049,968
http://www.wikidata.org/entity/Q15917726,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q467
http://www.wikidata.org/entity/Q972295,http://www.w3.org/2000/01/rdf-schema#label,Léonidas aux Thermopyles
http://www.wikidata.org/entity/Q20886860,http://www.wikidata.org/prop/direct/P1476,Ships in stormy weather off the coast
http://www.wikidata.org/entity/Q15974340,http://schema.org/description,painting by Titien
http://www.wikidata.org/entity/Q3204226,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q3937675,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q2619037,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q14378
http://www.wikidata.org/entity/Q1565086,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q46373
http://www.wikidata.org/entity/Q15877622,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q4442468
http://www.wikidata.org/entity/Q23898,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q106857709
http://www.wikidata.org/entity/Q3612410,http://www.w3.org/2004/02/skos/core#altLabel,Allégorie de la séparation
http://www.wikidata.org/entity/Q18209062,http://www.wikidata.org/prop/direct/P373,Portrait of a Venetian Woman - Paolo Veronese - RF 2111
http://www.wikidata.org/entity/Q2619037,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q66362718
http://www.wikidata.org/entity/Q61314861,http://schema.org/description,peinture de Hans Memling
http://www.wikidata.org/entity/Q12900049,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q14125
http://www.wikidata.org/entity/Q1857132,http://www.w3.org/2004/02/skos/core#altLabel,Toits sous la neige
http://www.wikidata.org/entity/Q5944788,http://www.w3.org/2000/01/rdf-schema#label,The Presentation in the Temple
http://www.wikidata.org/entity/Q17491395,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2014570
http://www.wikidata.org/entity/Q19982402,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q52154279
http://www.wikidata.org/entity/Q20726131,http://www.w3.org/2000/01/rdf-schema#label,The Wolf of Gubbio
http://www.wikidata.org/entity/Q97693393,http://www.w3.org/2000/01/rdf-schema#label,Gian Lorenzo Berti
http://www.wikidata.org/entity/Q3605540,http://schema.org/description,tableau de Luca Signorelli dans le Louvre
http://www.wikidata.org/entity/Q3821663,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q16872904
http://www.wikidata.org/entity/Q14940739,http://schema.org/description,painting by Georges de La Tour in the Louvre
http://www.wikidata.org/entity/Q3208369,http://www.w3.org/2000/01/rdf-schema#label,Andromache Mourning Hector
http://www.wikidata.org/entity/Q3837479,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q9372007,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q166056
http://www.wikidata.org/entity/Q3697662,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8441
http://www.wikidata.org/entity/Q3190681,http://www.wikidata.org/prop/direct/P2048,115
http://www.wikidata.org/entity/Q18565843,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q17169
http://www.wikidata.org/entity/Q7628395,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q27557223,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1862087
http://www.wikidata.org/entity/Q3230728,http://schema.org/description,painting by Jean Siméon Chardin
http://www.wikidata.org/entity/Q3900760,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q81938
http://www.wikidata.org/entity/Q20683330,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q47512127,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q128115
http://www.wikidata.org/entity/Q16928483,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q467
http://www.wikidata.org/entity/Q3556817,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q19019185
http://www.wikidata.org/entity/Q591762,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q607055
http://www.wikidata.org/entity/Q3910090,http://www.w3.org/2000/01/rdf-schema#label,Le Sermon de saint Étienne
http://www.wikidata.org/entity/Q15617847,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q467
http://www.wikidata.org/entity/Q3611769,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q3224317,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q362016
http://www.wikidata.org/entity/Q78508506,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q33923
http://www.wikidata.org/entity/Q3399430,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q134307
http://www.wikidata.org/entity/Q17627487,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q527
http://www.wikidata.org/entity/Q212616,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2268776
http://www.wikidata.org/entity/Q24090,http://www.wikidata.org/prop/direct/P1476,Doornenkroning
http://www.wikidata.org/entity/Q2513064,http://www.w3.org/2004/02/skos/core#altLabel,Vénus et Cupidon
http://www.wikidata.org/entity/Q3918344,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8866546
http://www.wikidata.org/entity/Q3697655,http://www.wikidata.org/prop/direct/P140,http://www.wikidata.org/entity/Q5043
http://www.wikidata.org/entity/Q3206488,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1064904
http://www.wikidata.org/entity/Q737062,http://www.wikidata.org/prop/direct/P737,http://www.wikidata.org/entity/Q727875
http://www.wikidata.org/entity/Q3349704,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q6106766,http://www.wikidata.org/prop/direct/P571,1528-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q3399388,http://www.wikidata.org/prop/direct/P1476,"Portrait of Doña Isabel de Requesens (1500-1577), vice-reine of Naples"
http://www.wikidata.org/entity/Q12418,http://www.wikidata.org/prop/direct/P1476,"Portrait de Mona Lisa, dite la Joconde"
http://www.wikidata.org/entity/Q99469915,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q488841
http://www.wikidata.org/entity/Q3556817,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q935815,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q1216387,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q41264
http://www.wikidata.org/entity/Q3211034,http://www.wikidata.org/prop/direct/P571,1753-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q3055367,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q16869
http://www.wikidata.org/entity/Q443779,http://www.wikidata.org/prop/direct/P1038,http://www.wikidata.org/entity/Q1514313
http://www.wikidata.org/entity/Q3851963,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3439636,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q100307653
http://www.wikidata.org/entity/Q23946,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q1404472
http://www.wikidata.org/entity/Q15934368,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q734844
http://www.wikidata.org/entity/Q3842617,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q12639
http://www.wikidata.org/entity/Q3226360,http://www.w3.org/2004/02/skos/core#altLabel,Le Repos au bord d'un ruisseau. Lisiere de bois
http://www.wikidata.org/entity/Q5640196,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q134307
http://www.wikidata.org/entity/Q19359137,http://schema.org/description,"marble sculpture of the goddess Diana, representing Diane de Poitiers"
http://www.wikidata.org/entity/Q20886860,http://www.w3.org/2004/02/skos/core#altLabel,Une tempête
http://www.wikidata.org/entity/Q98923690,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q1535963
http://www.wikidata.org/entity/Q3399440,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1631165
http://www.wikidata.org/entity/Q27346819,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q15918393,http://www.w3.org/2000/01/rdf-schema#label,La Belle Zélie
http://www.wikidata.org/entity/Q2872722,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q37693
http://www.wikidata.org/entity/Q18649388,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q461439
http://www.wikidata.org/entity/Q2027662,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1544759
http://www.wikidata.org/entity/Q5419125,http://www.wikidata.org/prop/direct/P373,"La Mère Catherine-Agnès Arnault et la sœur Catherine de Sainte Suzanne de Champaigne (Louvre, MR 611)"
http://www.wikidata.org/entity/Q2872714,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3037336
http://www.wikidata.org/entity/Q19947579,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q6314660,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3314483
http://www.wikidata.org/entity/Q3851963,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q17627487,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q3797751,http://www.wikidata.org/prop/direct/P140,http://www.wikidata.org/entity/Q5043
http://www.wikidata.org/entity/Q3208369,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q273593
http://www.wikidata.org/entity/Q7743869,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2890985
http://www.wikidata.org/entity/Q15934387,http://www.w3.org/2004/02/skos/core#altLabel,Le Nain du cardinal de Granvelle tenant un gros chien
http://www.wikidata.org/entity/Q23912,http://www.wikidata.org/prop/direct/P2049,195
http://www.wikidata.org/entity/Q3889196,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q3945716
http://www.wikidata.org/entity/Q2985455,http://www.wikidata.org/prop/direct/P571,1832-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q1215717,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q34379
http://www.wikidata.org/entity/Q23912,http://www.wikidata.org/prop/direct/P2048,130.5
http://www.wikidata.org/entity/Q2533791,http://www.wikidata.org/prop/direct/P2079,http://www.wikidata.org/entity/Q174705
http://www.wikidata.org/entity/Q16268861,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3224276,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q152
http://www.wikidata.org/entity/Q11825001,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q1994273
http://www.wikidata.org/entity/Q3206709,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
